submission_id,question,response1,startDate,context_picture,sentence_order,domain,experiment_id,problems,enjoyment,item,botresponse,option2,option1,understand,text,target,age,comments,education,target_size,sentences,languages,sex,np,RT,context,sentence2,trial_number,startTime,fairprice,congruence,response2,sentence1,trial_name
1053,How well does each of these sentences describe it? (Click on the slider to provide a rating),61,Mon Dec 02 2019 09:56:19 GMT-0700 (Mountain Standard Time),images/bird-parade-basic.png,1|0,birds,27,No,1,hummingbird,jennifer,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,24,NA,graduated_college,1,<b>That's a small bird.</b>|<b>That bird is small.</b>,English,female,1,14043,You and your friend see the following:,0,1,1575305779287,1,0,64,1,custom_slider1
1053,How well does each of these sentences describe it? (Click on the slider to provide a rating),32,Mon Dec 02 2019 09:56:19 GMT-0700 (Mountain Standard Time),images/flower-parade-basic.png,1|0,flowers,27,No,1,sunflower,jennifer,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,24,NA,graduated_college,0,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,English,female,0,11465,You and your friend see the following:,0,2,1575305779287,1,0,26,1,custom_slider1
1053,How well does each of these sentences describe it? (Click on the slider to provide a rating),57,Mon Dec 02 2019 09:56:19 GMT-0700 (Mountain Standard Time),images/dog-parade-basic2.png,1|0,dogs2,27,No,1,great dane,jennifer,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,24,NA,graduated_college,0,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,English,female,0,14087,You and your friend see the following:,0,3,1575305779287,1,0,59,1,custom_slider1
1053,How well does each of these sentences describe it? (Click on the slider to provide a rating),85,Mon Dec 02 2019 09:56:19 GMT-0700 (Mountain Standard Time),images/fish-parade-basic.png,1|0,fish,27,No,1,goldfish,jennifer,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,24,NA,graduated_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,female,0,9806,You and your friend see the following:,0,1,1575305779287,1,0,79,1,custom_slider2
1053,How well does each of these sentences describe it? (Click on the slider to provide a rating),75,Mon Dec 02 2019 09:56:19 GMT-0700 (Mountain Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,No,1,chihuahua,jennifer,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,24,NA,graduated_college,1,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,female,1,12568,You and your friend see the following:,0,2,1575305779287,1,0,96,1,custom_slider2
1053,How well does each of these sentences describe it? (Click on the slider to provide a rating),41,Mon Dec 02 2019 09:56:19 GMT-0700 (Mountain Standard Time),images/tree-parade-basic.png,1|0,trees,27,No,1,sequoia,jennifer,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,24,NA,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,9301,You and your friend see the following:,0,3,1575305779287,1,0,49,1,custom_slider2
1052,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 11:55:38 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,NA,1,NA,jessica,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,29,NA,graduated_college,NA,NA,English,female,NA,6384,NA,The chair is blue.,1,1575305738448,1,NA,0,The chair is yellow.,custom_warmup
1052,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:55:38 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,NA,1,NA,jessica,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,29,NA,graduated_college,NA,NA,English,female,NA,5602,NA,The basketball is green.,2,1575305738448,1,NA,0,The basketball is orange.,custom_warmup
1052,How well does each of these sentences describe it? (Click on the slider to provide a rating),70,Mon Dec 02 2019 11:55:38 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,1|0,flowers,27,NA,1,dandelion,jessica,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,29,NA,graduated_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,female,1,8933,You and your friend see the following:,0,1,1575305738448,1,0,72,1,custom_slider1
1052,How well does each of these sentences describe it? (Click on the slider to provide a rating),78,Mon Dec 02 2019 11:55:38 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,1|0,fish,27,NA,1,goldfish,jessica,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,29,NA,graduated_college,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,English,female,1,11537,You and your friend see the following:,0,2,1575305738448,1,0,83,1,custom_slider1
1052,How well does each of these sentences describe it? (Click on the slider to provide a rating),97,Mon Dec 02 2019 11:55:38 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,1|0,trees,27,NA,1,sequoia,jessica,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,29,NA,graduated_college,0,<b>That's a big sequoia.</b>|<b>That sequoia is big.</b>,English,female,0,11056,You and your friend see the following:,0,3,1575305738448,1,0,96,1,custom_slider1
1052,How well does each of these sentences describe it? (Click on the slider to provide a rating),73,Mon Dec 02 2019 11:55:38 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,1|0,birds,27,NA,1,eagle,jessica,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,29,NA,graduated_college,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,female,0,13660,You and your friend see the following:,0,1,1575305738448,1,0,42,1,custom_slider2
1052,How well does each of these sentences describe it? (Click on the slider to provide a rating),83,Mon Dec 02 2019 11:55:38 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,NA,1,doberman,jessica,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,29,NA,graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,5161,You and your friend see the following:,0,2,1575305738448,1,0,81,1,custom_slider2
1052,How well does each of these sentences describe it? (Click on the slider to provide a rating),88,Mon Dec 02 2019 11:55:38 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,1|0,dogs2,27,NA,1,pug,jessica,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,29,NA,graduated_college,1,<b>That's a small pug.</b>|<b>That pug is small.</b>,English,female,0,4338,You and your friend see the following:,0,3,1575305738448,1,0,85,1,custom_slider2
1051,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 10:53:35 GMT-0600 (Central Standard Time),NA,NA,NA,27,NA,2,NA,mary,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,32,NA,graduated_college,NA,NA,English,male,NA,11811,NA,The chair is blue.,1,1575305615996,NA,NA,0,The chair is yellow.,custom_warmup
1051,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:53:35 GMT-0600 (Central Standard Time),NA,NA,NA,27,NA,2,NA,mary,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,32,NA,graduated_college,NA,NA,English,male,NA,5783,NA,The basketball is green.,2,1575305615996,NA,NA,0,The basketball is orange.,custom_warmup
1051,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:53:35 GMT-0600 (Central Standard Time),images/fish-parade-basic.png,1|0,fish,27,NA,2,goldfish,mary,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,32,NA,graduated_college,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,English,male,1,11767,You and your friend see the following:,0,1,1575305615996,NA,0,100,1,custom_slider1
1051,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:53:35 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,1|0,trees,27,NA,2,sequoia,mary,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,32,NA,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,male,1,14199,You and your friend see the following:,0,2,1575305615996,NA,0,100,1,custom_slider1
1051,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:53:35 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,1|0,dogs2,27,NA,2,great dane,mary,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,32,NA,graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,25204,You and your friend see the following:,0,3,1575305615996,NA,0,100,1,custom_slider1
1051,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:53:35 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,1|0,flowers,27,NA,2,dandelion,mary,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,32,NA,graduated_college,1,<b>That's a small dandelion.</b>|<b>That dandelion is small.</b>,English,male,0,4422,You and your friend see the following:,0,1,1575305615996,NA,0,100,1,custom_slider2
1051,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:53:35 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,NA,2,doberman,mary,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,32,NA,graduated_college,0,<b>That's a big doberman.</b>|<b>That doberman is big.</b>,English,male,0,4215,You and your friend see the following:,0,2,1575305615996,NA,0,100,1,custom_slider2
1051,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 10:53:35 GMT-0600 (Central Standard Time),images/bird-parade-basic.png,1|0,birds,27,NA,2,hummingbird,mary,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,32,NA,graduated_college,1,<b>That's a small hummingbird.</b>|<b>That hummingbird is small.</b>,English,male,0,4033,You and your friend see the following:,0,3,1575305615996,NA,0,100,1,custom_slider2
1050,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 09:52:57 GMT-0700 (Mountain Standard Time),NA,NA,NA,27,No,2,NA,mary,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,30,NA,graduated_college,NA,NA,English,female,NA,7522,NA,The basketball is green.,1,1575305577570,1,NA,0,The basketball is orange.,custom_warmup
1050,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 09:52:57 GMT-0700 (Mountain Standard Time),NA,NA,NA,27,No,2,NA,mary,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,30,NA,graduated_college,NA,NA,English,female,NA,6421,NA,The chair is blue.,2,1575305577570,1,NA,28,The chair is yellow.,custom_warmup
1050,How well does each of these sentences describe it? (Click on the slider to provide a rating),49,Mon Dec 02 2019 09:52:57 GMT-0700 (Mountain Standard Time),images/dog-parade-basic2.png,1|0,dogs2,27,No,2,pug,mary,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,30,NA,graduated_college,1,<b>That's a small pug.</b>|<b>That pug is small.</b>,English,female,0,13355,You and your friend see the following:,0,1,1575305577570,1,0,46,1,custom_slider1
1050,How well does each of these sentences describe it? (Click on the slider to provide a rating),75,Mon Dec 02 2019 09:52:57 GMT-0700 (Mountain Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,No,2,chihuahua,mary,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,30,NA,graduated_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,female,0,8880,You and your friend see the following:,0,2,1575305577570,1,0,55,1,custom_slider1
1050,How well does each of these sentences describe it? (Click on the slider to provide a rating),78,Mon Dec 02 2019 09:52:57 GMT-0700 (Mountain Standard Time),images/tree-parade-basic.png,1|0,trees,27,No,2,sequoia,mary,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,30,NA,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,13768,You and your friend see the following:,0,3,1575305577570,1,0,80,1,custom_slider1
1050,How well does each of these sentences describe it? (Click on the slider to provide a rating),62,Mon Dec 02 2019 09:52:57 GMT-0700 (Mountain Standard Time),images/fish-parade-basic.png,1|0,fish,27,No,2,swordfish,mary,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,30,NA,graduated_college,0,<b>That's a big swordfish.</b>|<b>That swordfish is big.</b>,English,female,0,12488,You and your friend see the following:,0,1,1575305577570,1,0,40,1,custom_slider2
1050,How well does each of these sentences describe it? (Click on the slider to provide a rating),71,Mon Dec 02 2019 09:52:57 GMT-0700 (Mountain Standard Time),images/bird-parade-basic.png,1|0,birds,27,No,2,hummingbird,mary,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,30,NA,graduated_college,1,<b>That's a small bird.</b>|<b>That bird is small.</b>,English,female,1,11814,You and your friend see the following:,0,2,1575305577570,1,0,73,1,custom_slider2
1050,How well does each of these sentences describe it? (Click on the slider to provide a rating),46,Mon Dec 02 2019 09:52:57 GMT-0700 (Mountain Standard Time),images/flower-parade-basic.png,1|0,flowers,27,No,2,sunflower,mary,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,30,NA,graduated_college,0,<b>That's a big flower.</b>|<b>That flower is big.</b>,English,female,1,7849,You and your friend see the following:,0,3,1575305577570,1,0,51,1,custom_slider2
1049,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:52:56 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,no,1,NA,sarah,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,36,n/a,some_college,NA,NA,english,female,NA,4785,NA,The basketball is green.,1,1575305576523,0.8,NA,0,The basketball is orange.,custom_warmup
1049,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 11:52:56 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,no,1,NA,sarah,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,36,n/a,some_college,NA,NA,english,female,NA,5909,NA,The chair is blue.,2,1575305576523,0.8,NA,0,The chair is yellow.,custom_warmup
1049,How well does each of these sentences describe it? (Click on the slider to provide a rating),77,Mon Dec 02 2019 11:52:56 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,no,1,pug,sarah,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,36,n/a,some_college,1,<b>That's a small dog.</b>|<b>That dog is small.</b>,english,female,1,14984,You and your friend see the following:,1,1,1575305576523,0.8,0,78,0,custom_slider1
1049,How well does each of these sentences describe it? (Click on the slider to provide a rating),44,Mon Dec 02 2019 11:52:56 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,no,1,chihuahua,sarah,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,36,n/a,some_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,english,female,0,5541,You and your friend see the following:,1,2,1575305576523,0.8,0,52,0,custom_slider1
1049,How well does each of these sentences describe it? (Click on the slider to provide a rating),98,Mon Dec 02 2019 11:52:56 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,0|1,birds,27,no,1,eagle,sarah,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,36,n/a,some_college,0,<b>That's a big bird.</b>|<b>That bird is big.</b>,english,female,1,5560,You and your friend see the following:,1,3,1575305576523,0.8,0,100,0,custom_slider1
1049,How well does each of these sentences describe it? (Click on the slider to provide a rating),35,Mon Dec 02 2019 11:52:56 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,0|1,fish,27,no,1,goldfish,sarah,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,36,n/a,some_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,english,female,0,5470,You and your friend see the following:,1,1,1575305576523,0.8,0,51,0,custom_slider2
1049,How well does each of these sentences describe it? (Click on the slider to provide a rating),77,Mon Dec 02 2019 11:52:56 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,0|1,trees,27,no,1,sequoia,sarah,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,36,n/a,some_college,0,<b>That's a big sequoia.</b>|<b>That sequoia is big.</b>,english,female,0,6167,You and your friend see the following:,1,2,1575305576523,0.8,0,81,0,custom_slider2
1049,How well does each of these sentences describe it? (Click on the slider to provide a rating),83,Mon Dec 02 2019 11:52:56 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,0|1,flowers,27,no,1,sunflower,sarah,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,36,n/a,some_college,0,<b>That's a big flower.</b>|<b>That flower is big.</b>,english,female,1,4183,You and your friend see the following:,1,3,1575305576523,0.8,0,85,0,custom_slider2
1048,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 11:50:57 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No,2,NA,sarah,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,30,None. Thanks!,higher_degree,NA,NA,English,male,NA,5466,NA,The chair is blue.,1,1575305457537,0.75,NA,100,The chair is yellow.,custom_warmup
1048,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 11:50:57 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No,2,NA,sarah,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,30,None. Thanks!,higher_degree,NA,NA,English,male,NA,5433,NA,The basketball is green.,2,1575305457537,0.75,NA,0,The basketball is orange.,custom_warmup
1048,How well does each of these sentences describe it? (Click on the slider to provide a rating),98,Mon Dec 02 2019 11:50:57 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,0|1,trees,27,No,2,bonsai,sarah,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,30,None. Thanks!,higher_degree,1,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,8907,You and your friend see the following:,1,1,1575305457537,0.75,0,100,0,custom_slider1
1048,How well does each of these sentences describe it? (Click on the slider to provide a rating),78,Mon Dec 02 2019 11:50:57 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No,2,doberman,sarah,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,30,None. Thanks!,higher_degree,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,6446,You and your friend see the following:,1,2,1575305457537,0.75,0,88,0,custom_slider1
1048,How well does each of these sentences describe it? (Click on the slider to provide a rating),85,Mon Dec 02 2019 11:50:57 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No,2,dandelion,sarah,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,30,None. Thanks!,higher_degree,1,<b>That's a small dandelion.</b>|<b>That dandelion is small.</b>,English,male,0,6998,You and your friend see the following:,1,3,1575305457537,0.75,0,85,0,custom_slider1
1048,How well does each of these sentences describe it? (Click on the slider to provide a rating),74,Mon Dec 02 2019 11:50:57 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,0|1,birds,27,No,2,eagle,sarah,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,30,None. Thanks!,higher_degree,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,male,0,9568,You and your friend see the following:,1,1,1575305457537,0.75,0,76,0,custom_slider2
1048,How well does each of these sentences describe it? (Click on the slider to provide a rating),75,Mon Dec 02 2019 11:50:57 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,No,2,pug,sarah,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,30,None. Thanks!,higher_degree,1,<b>That's a small pug.</b>|<b>That pug is small.</b>,English,male,0,4042,You and your friend see the following:,1,2,1575305457537,0.75,0,79,0,custom_slider2
1048,How well does each of these sentences describe it? (Click on the slider to provide a rating),88,Mon Dec 02 2019 11:50:57 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,0|1,fish,27,No,2,swordfish,sarah,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,30,None. Thanks!,higher_degree,0,<b>That's a big fish.</b>|<b>That fish is big.</b>,English,male,1,3985,You and your friend see the following:,1,3,1575305457537,0.75,0,87,0,custom_slider2
1047,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 08:48:33 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,No problems,2,NA,mary,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,35,enjoyed this task,graduated_college,NA,NA,English,male,NA,8341,NA,The basketball is green.,1,1575305313744,0.8,NA,0,The basketball is orange.,custom_warmup
1047,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Mon Dec 02 2019 08:48:33 GMT-0800 (Pacific Standard Time),NA,NA,NA,27,No problems,2,NA,mary,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,35,enjoyed this task,graduated_college,NA,NA,English,male,NA,4758,NA,The chair is blue.,2,1575305313744,0.8,NA,0,The chair is yellow.,custom_warmup
1047,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 08:48:33 GMT-0800 (Pacific Standard Time),images/bird-parade-basic.png,0|1,birds,27,No problems,2,hummingbird,mary,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,35,enjoyed this task,graduated_college,1,<b>That's a small bird.</b>|<b>That bird is small.</b>,English,male,1,17151,You and your friend see the following:,1,1,1575305313744,0.8,0,100,0,custom_slider1
1047,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 08:48:33 GMT-0800 (Pacific Standard Time),images/dog-parade-basic2.png,0|1,dogs2,27,No problems,2,pug,mary,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,35,enjoyed this task,graduated_college,1,<b>That's a small pug.</b>|<b>That pug is small.</b>,English,male,0,7688,You and your friend see the following:,1,2,1575305313744,0.8,0,100,0,custom_slider1
1047,How well does each of these sentences describe it? (Click on the slider to provide a rating),83,Mon Dec 02 2019 08:48:33 GMT-0800 (Pacific Standard Time),images/fish-parade-basic.png,0|1,fish,27,No problems,2,swordfish,mary,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,35,enjoyed this task,graduated_college,0,<b>That's a big swordfish.</b>|<b>That swordfish is big.</b>,English,male,0,11319,You and your friend see the following:,1,3,1575305313744,0.8,0,83,0,custom_slider1
1047,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Mon Dec 02 2019 08:48:33 GMT-0800 (Pacific Standard Time),images/tree-parade-basic.png,0|1,trees,27,No problems,2,bonsai,mary,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,35,enjoyed this task,graduated_college,1,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,13440,You and your friend see the following:,1,1,1575305313744,0.8,0,100,0,custom_slider2
1047,How well does each of these sentences describe it? (Click on the slider to provide a rating),77,Mon Dec 02 2019 08:48:33 GMT-0800 (Pacific Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No problems,2,doberman,mary,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,35,enjoyed this task,graduated_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,9768,You and your friend see the following:,1,2,1575305313744,0.8,0,77,0,custom_slider2
