submission_id,question,response1,startDate,context_picture,sentence_order,domain,experiment_id,problems,enjoyment,hit_id,item,botresponse,assignment_id,option2,option1,understand,text,target,age,comments,education,target_size,worker_id,sentences,languages,sex,np,context,sentence2,trial_number,startTime,fairprice,congruence,response2,sentence1,trial_name
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 16:14:51 GMT-0300 (Chile Summer Time),images/fish-parade-basic.png,1|0,fish,14,,2,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,goldfish,susan,3VJ40NV2QJBMS4FND53UGDPGU9VTOC,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,33,,some_college,1,A2HAP8SUY3WYKR,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,female,0,You and your friend see the following:,NA,1,1568229291145,0.75,0,97,NA,custom_slider1
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 16:14:51 GMT-0300 (Chile Summer Time),images/flower-parade-basic.png,1|0,flowers,14,,2,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,sunflower,susan,3VJ40NV2QJBMS4FND53UGDPGU9VTOC,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,33,,some_college,0,A2HAP8SUY3WYKR,<b>That's a small sunflower.</b>|<b>That sunflower is small.</b>,English,female,0,You and your friend see the following:,NA,2,1568229291145,0.75,1,1,NA,custom_slider1
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),2,Wed Sep 11 2019 16:14:51 GMT-0300 (Chile Summer Time),images/tree-parade-basic.png,1|0,trees,14,,2,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,bonsai,susan,3VJ40NV2QJBMS4FND53UGDPGU9VTOC,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,33,,some_college,1,A2HAP8SUY3WYKR,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,You and your friend see the following:,NA,3,1568229291145,0.75,1,0,NA,custom_slider1
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 16:14:51 GMT-0300 (Chile Summer Time),images/dog-parade-basic.png,1|0,dogs1,14,,2,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,chihuahua,susan,3VJ40NV2QJBMS4FND53UGDPGU9VTOC,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,33,,some_college,1,A2HAP8SUY3WYKR,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,You and your friend see the following:,NA,1,1568229291145,0.75,1,0,NA,custom_slider2
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),84,Wed Sep 11 2019 16:14:51 GMT-0300 (Chile Summer Time),images/bird-parade-basic.png,1|0,birds,14,,2,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,eagle,susan,3VJ40NV2QJBMS4FND53UGDPGU9VTOC,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,33,,some_college,0,A2HAP8SUY3WYKR,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,female,0,You and your friend see the following:,NA,2,1568229291145,0.75,0,71,NA,custom_slider2
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 16:14:51 GMT-0300 (Chile Summer Time),images/dog-parade-basic2.png,1|0,dogs2,14,,2,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,great dane,susan,3VJ40NV2QJBMS4FND53UGDPGU9VTOC,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,33,,some_college,0,A2HAP8SUY3WYKR,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,You and your friend see the following:,NA,3,1568229291145,0.75,0,100,NA,custom_slider2
521,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 15:04:28 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,barbara,3ERMJ6L4DZGBU3X4NMLGJD8TACPM7E,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,25,No comment,higher_degree,NA,A23Q978GYHTPD3,NA,Vietnamese,male,NA,NA,The basketball is green.,1,1568228668936,1,NA,0,The basketball is orange.,custom_warmup
521,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 15:04:28 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,barbara,3ERMJ6L4DZGBU3X4NMLGJD8TACPM7E,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,25,No comment,higher_degree,NA,A23Q978GYHTPD3,NA,Vietnamese,male,NA,NA,The chair is blue.,2,1568228668936,1,NA,25,The chair is yellow.,custom_warmup
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),10,Wed Sep 11 2019 15:04:28 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic.png,0|1,dogs1,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,doberman,barbara,3ERMJ6L4DZGBU3X4NMLGJD8TACPM7E,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,25,No comment,higher_degree,0,A23Q978GYHTPD3,<b>That's a big doberman.</b>|<b>That doberman is big.</b>,Vietnamese,male,0,You and your friend see the following:,NA,1,1568228668936,1,0,95,NA,custom_slider1
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),95,Wed Sep 11 2019 15:04:28 GMT-0400 (Eastern Daylight Time),images/bird-parade-basic.png,0|1,birds,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,hummingbird,barbara,3ERMJ6L4DZGBU3X4NMLGJD8TACPM7E,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,25,No comment,higher_degree,1,A23Q978GYHTPD3,<b>That's a small bird.</b>|<b>That bird is small.</b>,Vietnamese,male,1,You and your friend see the following:,NA,2,1568228668936,1,0,91,NA,custom_slider1
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),8,Wed Sep 11 2019 15:04:28 GMT-0400 (Eastern Daylight Time),images/fish-parade-basic.png,0|1,fish,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,swordfish,barbara,3ERMJ6L4DZGBU3X4NMLGJD8TACPM7E,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,25,No comment,higher_degree,0,A23Q978GYHTPD3,<b>That's a small fish.</b>|<b>That fish is small.</b>,Vietnamese,male,1,You and your friend see the following:,NA,3,1568228668936,1,1,10,NA,custom_slider1
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),46,Wed Sep 11 2019 15:04:28 GMT-0400 (Eastern Daylight Time),images/flower-parade-basic.png,0|1,flowers,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,dandelion,barbara,3ERMJ6L4DZGBU3X4NMLGJD8TACPM7E,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,25,No comment,higher_degree,1,A23Q978GYHTPD3,<b>That's a small dandelion.</b>|<b>That dandelion is small.</b>,Vietnamese,male,0,You and your friend see the following:,NA,1,1568228668936,1,0,96,NA,custom_slider2
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),3,Wed Sep 11 2019 15:04:28 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic2.png,0|1,dogs2,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,pug,barbara,3ERMJ6L4DZGBU3X4NMLGJD8TACPM7E,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,25,No comment,higher_degree,1,A23Q978GYHTPD3,<b>That's a big dog.</b>|<b>That dog is big.</b>,Vietnamese,male,1,You and your friend see the following:,NA,2,1568228668936,1,1,1,NA,custom_slider2
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),1,Wed Sep 11 2019 15:04:28 GMT-0400 (Eastern Daylight Time),images/tree-parade-basic.png,0|1,trees,14,No,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,sequoia,barbara,3ERMJ6L4DZGBU3X4NMLGJD8TACPM7E,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,25,No comment,higher_degree,0,A23Q978GYHTPD3,<b>That's a small sequoia.</b>|<b>That sequoia is small.</b>,Vietnamese,male,0,You and your friend see the following:,NA,3,1568228668936,1,1,1,NA,custom_slider2
520,How well does each of the sentences describe it? (Click on the slider to provide a rating),92,Wed Sep 11 2019 15:03:47 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,no,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,NA,Barbara,3U5JL4WY5LXP5SEPZVPIRI4HQEMX4S,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,26,nice,graduated_college,NA,A37P1U4D1O0UFT,NA,english,female,NA,NA,The chair is blue.,1,1568228627567,95,NA,100,The chair is yellow.,custom_warmup
520,How well does each of the sentences describe it? (Click on the slider to provide a rating),87,Wed Sep 11 2019 15:03:47 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,no,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,NA,Barbara,3U5JL4WY5LXP5SEPZVPIRI4HQEMX4S,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,26,nice,graduated_college,NA,A37P1U4D1O0UFT,NA,english,female,NA,NA,The basketball is green.,2,1568228627567,95,NA,100,The basketball is orange.,custom_warmup
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 15:03:47 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic.png,0|1,dogs1,14,no,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,doberman,Barbara,3U5JL4WY5LXP5SEPZVPIRI4HQEMX4S,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,26,nice,graduated_college,0,A37P1U4D1O0UFT,<b>That's a small doberman.</b>|<b>That doberman is small.</b>,english,female,0,You and your friend see the following:,NA,1,1568228627567,95,1,98,NA,custom_slider1
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),99,Wed Sep 11 2019 15:03:47 GMT-0400 (Eastern Daylight Time),images/flower-parade-basic.png,0|1,flowers,14,no,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,dandelion,Barbara,3U5JL4WY5LXP5SEPZVPIRI4HQEMX4S,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,26,nice,graduated_college,1,A37P1U4D1O0UFT,<b>That's a small flower.</b>|<b>That flower is small.</b>,english,female,1,You and your friend see the following:,NA,2,1568228627567,95,0,97,NA,custom_slider1
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),98,Wed Sep 11 2019 15:03:47 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic2.png,0|1,dogs2,14,no,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,pug,Barbara,3U5JL4WY5LXP5SEPZVPIRI4HQEMX4S,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,26,nice,graduated_college,1,A37P1U4D1O0UFT,<b>That's a big dog.</b>|<b>That dog is big.</b>,english,female,1,You and your friend see the following:,NA,3,1568228627567,95,1,100,NA,custom_slider1
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),91,Wed Sep 11 2019 15:03:47 GMT-0400 (Eastern Daylight Time),images/fish-parade-basic.png,0|1,fish,14,no,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,goldfish,Barbara,3U5JL4WY5LXP5SEPZVPIRI4HQEMX4S,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,26,nice,graduated_college,1,A37P1U4D1O0UFT,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,english,female,0,You and your friend see the following:,NA,1,1568228627567,95,0,100,NA,custom_slider2
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 15:03:47 GMT-0400 (Eastern Daylight Time),images/bird-parade-basic.png,0|1,birds,14,no,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,eagle,Barbara,3U5JL4WY5LXP5SEPZVPIRI4HQEMX4S,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,26,nice,graduated_college,0,A37P1U4D1O0UFT,<b>That's a small eagle.</b>|<b>That eagle is small.</b>,english,female,0,You and your friend see the following:,NA,2,1568228627567,95,1,97,NA,custom_slider2
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),94,Wed Sep 11 2019 15:03:47 GMT-0400 (Eastern Daylight Time),images/tree-parade-basic.png,0|1,trees,14,no,1,3HJ1EVZS2O7H3GBG0G954BUZJ4LR3P,sequoia,Barbara,3U5JL4WY5LXP5SEPZVPIRI4HQEMX4S,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,26,nice,graduated_college,0,A37P1U4D1O0UFT,<b>That's a big tree.</b>|<b>That tree is big.</b>,english,female,1,You and your friend see the following:,NA,3,1568228627567,95,0,92,NA,custom_slider2
519,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 11:58:41 GMT-0700 (Pacific Daylight Time),NA,NA,NA,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,NA,jessica,3M68NM076IVJNJWR9KC5ZY27LO4R68,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,30,,graduated_college,NA,A6WYBPPG8Y2Q4,NA,English,male,NA,NA,The chair is blue.,1,1568228321964,1.00,NA,6,The chair is yellow.,custom_warmup
519,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 11:58:41 GMT-0700 (Pacific Daylight Time),NA,NA,NA,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,NA,jessica,3M68NM076IVJNJWR9KC5ZY27LO4R68,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,30,,graduated_college,NA,A6WYBPPG8Y2Q4,NA,English,male,NA,NA,The basketball is green.,2,1568228321964,1.00,NA,0,The basketball is orange.,custom_warmup
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),86,Wed Sep 11 2019 11:58:41 GMT-0700 (Pacific Daylight Time),images/tree-parade-basic.png,1|0,trees,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,sequoia,jessica,3M68NM076IVJNJWR9KC5ZY27LO4R68,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,30,,graduated_college,0,A6WYBPPG8Y2Q4,<b>That's a big sequoia.</b>|<b>That sequoia is big.</b>,English,male,0,You and your friend see the following:,NA,1,1568228321964,1.00,0,54,NA,custom_slider1
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 11:58:41 GMT-0700 (Pacific Daylight Time),images/dog-parade-basic.png,1|0,dogs1,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,chihuahua,jessica,3M68NM076IVJNJWR9KC5ZY27LO4R68,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,30,,graduated_college,1,A6WYBPPG8Y2Q4,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,male,1,You and your friend see the following:,NA,2,1568228321964,1.00,0,83,NA,custom_slider1
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),14,Wed Sep 11 2019 11:58:41 GMT-0700 (Pacific Daylight Time),images/bird-parade-basic.png,1|0,birds,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,hummingbird,jessica,3M68NM076IVJNJWR9KC5ZY27LO4R68,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,30,,graduated_college,1,A6WYBPPG8Y2Q4,<b>That's a big hummingbird.</b>|<b>That hummingbird is big.</b>,English,male,0,You and your friend see the following:,NA,3,1568228321964,1.00,1,0,NA,custom_slider1
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),67,Wed Sep 11 2019 11:58:41 GMT-0700 (Pacific Daylight Time),images/fish-parade-basic.png,1|0,fish,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,swordfish,jessica,3M68NM076IVJNJWR9KC5ZY27LO4R68,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,30,,graduated_college,0,A6WYBPPG8Y2Q4,<b>That's a big fish.</b>|<b>That fish is big.</b>,English,male,1,You and your friend see the following:,NA,1,1568228321964,1.00,0,59,NA,custom_slider2
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),13,Wed Sep 11 2019 11:58:41 GMT-0700 (Pacific Daylight Time),images/dog-parade-basic2.png,1|0,dogs2,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,pug,jessica,3M68NM076IVJNJWR9KC5ZY27LO4R68,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,30,,graduated_college,1,A6WYBPPG8Y2Q4,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,You and your friend see the following:,NA,2,1568228321964,1.00,1,4,NA,custom_slider2
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),2,Wed Sep 11 2019 11:58:41 GMT-0700 (Pacific Daylight Time),images/flower-parade-basic.png,1|0,flowers,14,,1,36BTXXLZ2VW2LCUK0UEOEGM5X4HR4A,sunflower,jessica,3M68NM076IVJNJWR9KC5ZY27LO4R68,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,30,,graduated_college,0,A6WYBPPG8Y2Q4,<b>That's a small sunflower.</b>|<b>That sunflower is small.</b>,English,male,0,You and your friend see the following:,NA,3,1568228321964,1.00,1,0,NA,custom_slider2
518,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Wed Sep 11 2019 14:56:38 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,no,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,Jennifer,32VNZTT0A8S58WSDQWJQ20ITPXYR4N,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,30,,some_college,NA,AAQREZOK13OV7,NA,English,male,NA,NA,The basketball is green.,1,1568228198471,.67,NA,0,The basketball is orange.,custom_warmup
518,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Wed Sep 11 2019 14:56:38 GMT-0400 (Eastern Daylight Time),NA,NA,NA,14,no,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,NA,Jennifer,32VNZTT0A8S58WSDQWJQ20ITPXYR4N,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,30,,some_college,NA,AAQREZOK13OV7,NA,English,male,NA,NA,The chair is blue.,2,1568228198471,.67,NA,100,The chair is yellow.,custom_warmup
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),42,Wed Sep 11 2019 14:56:38 GMT-0400 (Eastern Daylight Time),images/flower-parade-basic.png,1|0,flowers,14,no,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,sunflower,Jennifer,32VNZTT0A8S58WSDQWJQ20ITPXYR4N,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,30,,some_college,0,AAQREZOK13OV7,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,English,male,0,You and your friend see the following:,NA,1,1568228198471,.67,0,46,NA,custom_slider1
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),75,Wed Sep 11 2019 14:56:38 GMT-0400 (Eastern Daylight Time),images/fish-parade-basic.png,1|0,fish,14,no,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,swordfish,Jennifer,32VNZTT0A8S58WSDQWJQ20ITPXYR4N,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,30,,some_college,0,AAQREZOK13OV7,<b>That's a big fish.</b>|<b>That fish is big.</b>,English,male,1,You and your friend see the following:,NA,2,1568228198471,.67,0,58,NA,custom_slider1
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),11,Wed Sep 11 2019 14:56:38 GMT-0400 (Eastern Daylight Time),images/dog-parade-basic2.png,1|0,dogs2,14,no,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,pug,Jennifer,32VNZTT0A8S58WSDQWJQ20ITPXYR4N,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,30,,some_college,1,AAQREZOK13OV7,<b>That's a big pug.</b>|<b>That pug is big.</b>,English,male,0,You and your friend see the following:,NA,3,1568228198471,.67,1,2,NA,custom_slider1
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),7,Wed Sep 11 2019 14:56:38 GMT-0400 (Eastern Daylight Time),images/bird-parade-basic.png,1|0,birds,14,no,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,hummingbird,Jennifer,32VNZTT0A8S58WSDQWJQ20ITPXYR4N,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,30,,some_college,1,AAQREZOK13OV7,<b>That's a big bird.</b>|<b>That bird is big.</b>,English,male,1,You and your friend see the following:,NA,1,1568228198471,.67,1,8,NA,custom_slider2
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),15,Wed Sep 11 2019 14:56:38 GMT-0400 (Eastern Daylight Time),images/tree-parade-basic.png,1|0,trees,14,no,1,30Z7M1Q8UY8B5WV5AMIF02D0ZMQ8AR,sequoia,Jennifer,32VNZTT0A8S58WSDQWJQ20ITPXYR4N,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,30,,some_college,0,AAQREZOK13OV7,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,You and your friend see the following:,NA,2,1568228198471,.67,1,10,NA,custom_slider2
