submission_id,question,response1,startDate,context_picture,sentence_order,domain,experiment_id,problems,enjoyment,item,botresponse,option2,option1,understand,text,target,age,comments,education,target_size,sentences,languages,sex,np,RT,context,sentence2,trial_number,startTime,fairprice,congruence,response2,sentence1,trial_name
950,How well does each of these sentences describe it? (Click on the slider to provide a rating),89,Fri Nov 29 2019 14:32:46 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,1|0,trees,27,NA,1,bonsai,sarah,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,32,NA,some_college,1,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,17265,You and your friend see the following:,0,1,1575059566503,0.6,0,85,1,custom_slider2
950,How well does each of these sentences describe it? (Click on the slider to provide a rating),82,Fri Nov 29 2019 14:32:46 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,NA,1,chihuahua,sarah,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,32,NA,some_college,1,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,male,1,14407,You and your friend see the following:,0,2,1575059566503,0.6,0,81,1,custom_slider2
950,How well does each of these sentences describe it? (Click on the slider to provide a rating),67,Fri Nov 29 2019 14:32:46 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,1|0,flowers,27,NA,1,sunflower,sarah,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,32,NA,some_college,0,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,English,male,0,11656,You and your friend see the following:,0,3,1575059566503,0.6,0,66,1,custom_slider2
956,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:37:03 GMT-0600 (Central Standard Time),NA,NA,NA,27,NA,NA,NA,jessica,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,NA,NA,NA,NA,NA,english,NA,NA,2932,NA,The basketball is green.,1,1575059823956,NA,NA,0,The basketball is orange.,custom_warmup
956,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 14:37:03 GMT-0600 (Central Standard Time),NA,NA,NA,27,NA,NA,NA,jessica,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,NA,NA,NA,NA,NA,english,NA,NA,3537,NA,The chair is blue.,2,1575059823956,NA,NA,0,The chair is yellow.,custom_warmup
956,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:37:03 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,0|1,trees,27,NA,NA,bonsai,jessica,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,NA,NA,NA,1,<b>That's a small bonsai.</b>|<b>That bonsai is small.</b>,english,NA,0,2991,You and your friend see the following:,1,1,1575059823956,NA,0,100,0,custom_slider1
956,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:37:03 GMT-0600 (Central Standard Time),images/fish-parade-basic.png,0|1,fish,27,NA,NA,goldfish,jessica,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,NA,NA,NA,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,english,NA,1,2871,You and your friend see the following:,1,2,1575059823956,NA,0,100,0,custom_slider1
956,How well does each of these sentences describe it? (Click on the slider to provide a rating),48,Fri Nov 29 2019 14:37:03 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,NA,NA,doberman,jessica,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,NA,NA,NA,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,english,NA,1,5087,You and your friend see the following:,1,3,1575059823956,NA,0,79,0,custom_slider1
956,How well does each of these sentences describe it? (Click on the slider to provide a rating),32,Fri Nov 29 2019 14:37:03 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,NA,NA,great dane,jessica,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,NA,NA,NA,0,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,english,NA,0,4761,You and your friend see the following:,1,1,1575059823956,NA,0,54,0,custom_slider2
956,How well does each of these sentences describe it? (Click on the slider to provide a rating),50,Fri Nov 29 2019 14:37:03 GMT-0600 (Central Standard Time),images/bird-parade-basic.png,0|1,birds,27,NA,NA,hummingbird,jessica,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,NA,NA,NA,1,<b>That's a small hummingbird.</b>|<b>That hummingbird is small.</b>,english,NA,0,5452,You and your friend see the following:,1,2,1575059823956,NA,0,94,0,custom_slider2
956,How well does each of these sentences describe it? (Click on the slider to provide a rating),7,Fri Nov 29 2019 14:37:03 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,0|1,flowers,27,NA,NA,sunflower,jessica,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,NA,NA,NA,0,<b>That's a big flower.</b>|<b>That flower is big.</b>,english,NA,1,4721,You and your friend see the following:,1,3,1575059823956,NA,0,10,0,custom_slider2
961,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 14:34:31 GMT-0600 (Central Standard Time),NA,NA,NA,27,NA,1,NA,linda,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,25,NA,NA,NA,NA,English,male,NA,11703,NA,The chair is blue.,1,1575059671348,1.88,NA,1,The chair is yellow.,custom_warmup
961,How well does each of the sentences describe it? (Click on the slider to provide a rating),82,Fri Nov 29 2019 14:34:31 GMT-0600 (Central Standard Time),NA,NA,NA,27,NA,1,NA,linda,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,25,NA,NA,NA,NA,English,male,NA,19050,NA,The basketball is green.,2,1575059671348,1.88,NA,0,The basketball is orange.,custom_warmup
961,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:34:31 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,NA,1,chihuahua,linda,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,25,NA,NA,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,male,0,41947,You and your friend see the following:,1,1,1575059671348,1.88,0,0,0,custom_slider1
961,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:34:31 GMT-0600 (Central Standard Time),images/fish-parade-basic.png,0|1,fish,27,NA,1,goldfish,linda,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,25,NA,NA,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,male,0,25502,You and your friend see the following:,1,2,1575059671348,1.88,0,0,0,custom_slider1
961,How well does each of these sentences describe it? (Click on the slider to provide a rating),95,Fri Nov 29 2019 14:34:31 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,0|1,flowers,27,NA,1,sunflower,linda,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,25,NA,NA,0,<b>That's a big flower.</b>|<b>That flower is big.</b>,English,male,1,10987,You and your friend see the following:,1,3,1575059671348,1.88,0,0,0,custom_slider1
961,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:34:31 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,0|1,trees,27,NA,1,sequoia,linda,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,25,NA,NA,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,male,1,15278,You and your friend see the following:,1,1,1575059671348,1.88,0,0,0,custom_slider2
961,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:34:31 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,NA,1,pug,linda,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,25,NA,NA,1,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,male,1,13436,You and your friend see the following:,1,2,1575059671348,1.88,0,51,0,custom_slider2
961,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 14:34:31 GMT-0600 (Central Standard Time),images/bird-parade-basic.png,0|1,birds,27,NA,1,eagle,linda,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,25,NA,NA,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,male,0,8084,You and your friend see the following:,1,3,1575059671348,1.88,0,3,0,custom_slider2
951,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 15:33:06 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No.,1,NA,elizabeth,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,31,NA,some_college,NA,NA,English,male,NA,7329,NA,The basketball is green.,1,1575059586069,0.8,NA,0,The basketball is orange.,custom_warmup
951,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 15:33:06 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No.,1,NA,elizabeth,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,31,NA,some_college,NA,NA,English,male,NA,7094,NA,The chair is blue.,2,1575059586069,0.8,NA,49,The chair is yellow.,custom_warmup
951,How well does each of these sentences describe it? (Click on the slider to provide a rating),88,Fri Nov 29 2019 15:33:06 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,No.,1,pug,elizabeth,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,31,NA,some_college,1,<b>That's a small pug.</b>|<b>That pug is small.</b>,English,male,0,35240,You and your friend see the following:,1,1,1575059586069,0.8,0,90,0,custom_slider1
951,How well does each of these sentences describe it? (Click on the slider to provide a rating),84,Fri Nov 29 2019 15:33:06 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,0|1,trees,27,No.,1,bonsai,elizabeth,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,31,NA,some_college,1,<b>That's a small bonsai.</b>|<b>That bonsai is small.</b>,English,male,0,20406,You and your friend see the following:,1,2,1575059586069,0.8,0,83,0,custom_slider1
951,How well does each of these sentences describe it? (Click on the slider to provide a rating),53,Fri Nov 29 2019 15:33:06 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,0|1,fish,27,No.,1,swordfish,elizabeth,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,31,NA,some_college,0,<b>That's a big swordfish.</b>|<b>That swordfish is big.</b>,English,male,0,15843,You and your friend see the following:,1,3,1575059586069,0.8,0,51,0,custom_slider1
951,How well does each of these sentences describe it? (Click on the slider to provide a rating),95,Fri Nov 29 2019 15:33:06 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,0|1,dogs1,27,No.,1,chihuahua,elizabeth,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,31,NA,some_college,1,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,male,1,12389,You and your friend see the following:,1,1,1575059586069,0.8,0,97,0,custom_slider2
951,How well does each of these sentences describe it? (Click on the slider to provide a rating),61,Fri Nov 29 2019 15:33:06 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,0|1,birds,27,No.,1,eagle,elizabeth,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,31,NA,some_college,0,<b>That's a big bird.</b>|<b>That bird is big.</b>,English,male,1,13811,You and your friend see the following:,1,2,1575059586069,0.8,0,62,0,custom_slider2
951,How well does each of these sentences describe it? (Click on the slider to provide a rating),14,Fri Nov 29 2019 15:33:06 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,0|1,flowers,27,No.,1,sunflower,elizabeth,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,31,NA,some_college,0,<b>That's a big flower.</b>|<b>That flower is big.</b>,English,male,1,15209,You and your friend see the following:,1,3,1575059586069,0.8,0,14,0,custom_slider2
957,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,Fri Nov 29 2019 15:34:19 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No problems,2,NA,Jennifer,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,67,NA,NA,NA,NA,english,female,NA,16328,NA,The chair is blue.,1,1575059659871,80,NA,15,The chair is yellow.,custom_warmup
957,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 15:34:19 GMT-0500 (Eastern Standard Time),NA,NA,NA,27,No problems,2,NA,Jennifer,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,67,NA,NA,NA,NA,english,female,NA,7028,NA,The basketball is green.,2,1575059659871,80,NA,0,The basketball is orange.,custom_warmup
957,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 15:34:19 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,1|0,flowers,27,No problems,2,sunflower,Jennifer,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,67,NA,NA,0,<b>That's a big flower.</b>|<b>That flower is big.</b>,english,female,1,37443,You and your friend see the following:,0,1,1575059659871,80,0,100,1,custom_slider1
957,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 15:34:19 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,NA,dogs2,27,No problems,2,great dane,Jennifer,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,67,NA,NA,0,<b>That's a big great dane.</b>|<b>That great dane is big.</b>,english,female,0,23561,You and your friend see the following:,0,2,1575059659871,80,0,100,1,custom_slider1
957,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 15:34:19 GMT-0500 (Eastern Standard Time),images/bird-parade-basic.png,1|0,birds,27,No problems,2,hummingbird,Jennifer,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,67,NA,NA,1,<b>That's a small hummingbird.</b>|<b>That hummingbird is small.</b>,english,female,0,11275,You and your friend see the following:,0,3,1575059659871,80,0,100,1,custom_slider1
957,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 15:34:19 GMT-0500 (Eastern Standard Time),images/dog-parade-basic.png,1|0,dogs1,27,No problems,2,doberman,Jennifer,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,67,NA,NA,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,english,female,1,30207,You and your friend see the following:,0,1,1575059659871,80,0,100,1,custom_slider2
957,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 15:34:19 GMT-0500 (Eastern Standard Time),images/fish-parade-basic.png,1|0,fish,27,No problems,2,goldfish,Jennifer,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,67,NA,NA,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,english,female,0,14065,You and your friend see the following:,0,2,1575059659871,80,0,100,1,custom_slider2
957,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,Fri Nov 29 2019 15:34:19 GMT-0500 (Eastern Standard Time),images/tree-parade-basic.png,1|0,trees,27,No problems,2,bonsai,Jennifer,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,67,NA,NA,1,<b>That's a small tree.</b>|<b>That tree is small.</b>,english,female,1,8583,You and your friend see the following:,0,3,1575059659871,80,0,100,1,custom_slider2
