submission_id,question,response1,context_picture,sentence_order,domain,experiment_id,problems,enjoyment,item,botresponse,option2,option1,understand,text,target,age,comments,education,target_size,sentences,languages,sex,np,context,sentence2,trial_number,startTime,fairprice,congruence,response2,sentence1,trial_name
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/fish-parade-basic.png,1|0,fish,14,NA,2,goldfish,susan,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,33,NA,some_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,female,0,You and your friend see the following:,NA,1,1568229291145,0.75,0,97,NA,custom_slider1
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,images/flower-parade-basic.png,1|0,flowers,14,NA,2,sunflower,susan,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,33,NA,some_college,0,<b>That's a small sunflower.</b>|<b>That sunflower is small.</b>,English,female,0,You and your friend see the following:,NA,2,1568229291145,0.75,1,1,NA,custom_slider1
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),2,images/tree-parade-basic.png,1|0,trees,14,NA,2,bonsai,susan,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,33,NA,some_college,1,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,You and your friend see the following:,NA,3,1568229291145,0.75,1,0,NA,custom_slider1
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,images/dog-parade-basic.png,1|0,dogs1,14,NA,2,chihuahua,susan,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,33,NA,some_college,1,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,You and your friend see the following:,NA,1,1568229291145,0.75,1,0,NA,custom_slider2
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),84,images/bird-parade-basic.png,1|0,birds,14,NA,2,eagle,susan,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,33,NA,some_college,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,female,0,You and your friend see the following:,NA,2,1568229291145,0.75,0,71,NA,custom_slider2
522,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/dog-parade-basic2.png,NA,dogs2,14,NA,2,great dane,susan,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,33,NA,some_college,0,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,You and your friend see the following:,NA,3,1568229291145,0.75,0,100,NA,custom_slider2
521,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,NA,NA,NA,14,No,1,NA,barbara,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,25,No comment,higher_degree,NA,NA,Vietnamese,male,NA,NA,The basketball is green.,1,1568228668936,1,NA,0,The basketball is orange.,custom_warmup
521,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,NA,NA,NA,14,No,1,NA,barbara,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,25,No comment,higher_degree,NA,NA,Vietnamese,male,NA,NA,The chair is blue.,2,1568228668936,1,NA,25,The chair is yellow.,custom_warmup
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),10,images/dog-parade-basic.png,0|1,dogs1,14,No,1,doberman,barbara,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,25,No comment,higher_degree,0,<b>That's a big doberman.</b>|<b>That doberman is big.</b>,Vietnamese,male,0,You and your friend see the following:,NA,1,1568228668936,1,0,95,NA,custom_slider1
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),95,images/bird-parade-basic.png,0|1,birds,14,No,1,hummingbird,barbara,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,25,No comment,higher_degree,1,<b>That's a small bird.</b>|<b>That bird is small.</b>,Vietnamese,male,1,You and your friend see the following:,NA,2,1568228668936,1,0,91,NA,custom_slider1
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),8,images/fish-parade-basic.png,0|1,fish,14,No,1,swordfish,barbara,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,25,No comment,higher_degree,0,<b>That's a small fish.</b>|<b>That fish is small.</b>,Vietnamese,male,1,You and your friend see the following:,NA,3,1568228668936,1,1,10,NA,custom_slider1
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),46,images/flower-parade-basic.png,0|1,flowers,14,No,1,dandelion,barbara,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,25,No comment,higher_degree,1,<b>That's a small dandelion.</b>|<b>That dandelion is small.</b>,Vietnamese,male,0,You and your friend see the following:,NA,1,1568228668936,1,0,96,NA,custom_slider2
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),3,images/dog-parade-basic2.png,NA,dogs2,14,No,1,pug,barbara,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,25,No comment,higher_degree,1,<b>That's a big dog.</b>|<b>That dog is big.</b>,Vietnamese,male,1,You and your friend see the following:,NA,2,1568228668936,1,1,1,NA,custom_slider2
521,How well does each of these sentences describe it? (Click on the slider to provide a rating),1,images/tree-parade-basic.png,0|1,trees,14,No,1,sequoia,barbara,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,25,No comment,higher_degree,0,<b>That's a small sequoia.</b>|<b>That sequoia is small.</b>,Vietnamese,male,0,You and your friend see the following:,NA,3,1568228668936,1,1,1,NA,custom_slider2
520,How well does each of the sentences describe it? (Click on the slider to provide a rating),92,NA,NA,NA,14,no,1,NA,Barbara,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,26,nice,graduated_college,NA,NA,english,female,NA,NA,The chair is blue.,1,1568228627567,95,NA,100,The chair is yellow.,custom_warmup
520,How well does each of the sentences describe it? (Click on the slider to provide a rating),87,NA,NA,NA,14,no,1,NA,Barbara,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,26,nice,graduated_college,NA,NA,english,female,NA,NA,The basketball is green.,2,1568228627567,95,NA,100,The basketball is orange.,custom_warmup
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/dog-parade-basic.png,0|1,dogs1,14,no,1,doberman,Barbara,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,26,nice,graduated_college,0,<b>That's a small doberman.</b>|<b>That doberman is small.</b>,english,female,0,You and your friend see the following:,NA,1,1568228627567,95,1,98,NA,custom_slider1
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),99,images/flower-parade-basic.png,0|1,flowers,14,no,1,dandelion,Barbara,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,26,nice,graduated_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,english,female,1,You and your friend see the following:,NA,2,1568228627567,95,0,97,NA,custom_slider1
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),98,images/dog-parade-basic2.png,NA,dogs2,14,no,1,pug,Barbara,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,26,nice,graduated_college,1,<b>That's a big dog.</b>|<b>That dog is big.</b>,english,female,1,You and your friend see the following:,NA,3,1568228627567,95,1,100,NA,custom_slider1
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),91,images/fish-parade-basic.png,0|1,fish,14,no,1,goldfish,Barbara,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,26,nice,graduated_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,english,female,0,You and your friend see the following:,NA,1,1568228627567,95,0,100,NA,custom_slider2
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/bird-parade-basic.png,0|1,birds,14,no,1,eagle,Barbara,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,26,nice,graduated_college,0,<b>That's a small eagle.</b>|<b>That eagle is small.</b>,english,female,0,You and your friend see the following:,NA,2,1568228627567,95,1,97,NA,custom_slider2
520,How well does each of these sentences describe it? (Click on the slider to provide a rating),94,images/tree-parade-basic.png,0|1,trees,14,no,1,sequoia,Barbara,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,26,nice,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,english,female,1,You and your friend see the following:,NA,3,1568228627567,95,0,92,NA,custom_slider2
519,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,NA,NA,NA,14,NA,1,NA,jessica,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,30,NA,graduated_college,NA,NA,English,male,NA,NA,The chair is blue.,1,1568228321964,1,NA,6,The chair is yellow.,custom_warmup
519,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,NA,NA,NA,14,NA,1,NA,jessica,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,30,NA,graduated_college,NA,NA,English,male,NA,NA,The basketball is green.,2,1568228321964,1,NA,0,The basketball is orange.,custom_warmup
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),86,images/tree-parade-basic.png,1|0,trees,14,NA,1,sequoia,jessica,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,30,NA,graduated_college,0,<b>That's a big sequoia.</b>|<b>That sequoia is big.</b>,English,male,0,You and your friend see the following:,NA,1,1568228321964,1,0,54,NA,custom_slider1
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/dog-parade-basic.png,1|0,dogs1,14,NA,1,chihuahua,jessica,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,30,NA,graduated_college,1,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,male,1,You and your friend see the following:,NA,2,1568228321964,1,0,83,NA,custom_slider1
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),14,images/bird-parade-basic.png,1|0,birds,14,NA,1,hummingbird,jessica,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,30,NA,graduated_college,1,<b>That's a big hummingbird.</b>|<b>That hummingbird is big.</b>,English,male,0,You and your friend see the following:,NA,3,1568228321964,1,1,0,NA,custom_slider1
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),67,images/fish-parade-basic.png,1|0,fish,14,NA,1,swordfish,jessica,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,30,NA,graduated_college,0,<b>That's a big fish.</b>|<b>That fish is big.</b>,English,male,1,You and your friend see the following:,NA,1,1568228321964,1,0,59,NA,custom_slider2
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),13,images/dog-parade-basic2.png,NA,dogs2,14,NA,1,pug,jessica,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,30,NA,graduated_college,1,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,male,1,You and your friend see the following:,NA,2,1568228321964,1,1,4,NA,custom_slider2
519,How well does each of these sentences describe it? (Click on the slider to provide a rating),2,images/flower-parade-basic.png,1|0,flowers,14,NA,1,sunflower,jessica,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,30,NA,graduated_college,0,<b>That's a small sunflower.</b>|<b>That sunflower is small.</b>,English,male,0,You and your friend see the following:,NA,3,1568228321964,1,1,0,NA,custom_slider2
518,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,NA,NA,NA,14,no,1,NA,Jennifer,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,30,NA,some_college,NA,NA,English,male,NA,NA,The basketball is green.,1,1568228198471,0.67,NA,0,The basketball is orange.,custom_warmup
518,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,NA,NA,NA,14,no,1,NA,Jennifer,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,30,NA,some_college,NA,NA,English,male,NA,NA,The chair is blue.,2,1568228198471,0.67,NA,100,The chair is yellow.,custom_warmup
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),42,images/flower-parade-basic.png,1|0,flowers,14,no,1,sunflower,Jennifer,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,30,NA,some_college,0,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,English,male,0,You and your friend see the following:,NA,1,1568228198471,0.67,0,46,NA,custom_slider1
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),75,images/fish-parade-basic.png,1|0,fish,14,no,1,swordfish,Jennifer,very well,very bad,yes,You also see this swordfish.,warmup/swordfish.jpg,30,NA,some_college,0,<b>That's a big fish.</b>|<b>That fish is big.</b>,English,male,1,You and your friend see the following:,NA,2,1568228198471,0.67,0,58,NA,custom_slider1
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),11,images/dog-parade-basic2.png,NA,dogs2,14,no,1,pug,Jennifer,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,30,NA,some_college,1,<b>That's a big pug.</b>|<b>That pug is big.</b>,English,male,0,You and your friend see the following:,NA,3,1568228198471,0.67,1,2,NA,custom_slider1
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),7,images/bird-parade-basic.png,1|0,birds,14,no,1,hummingbird,Jennifer,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,30,NA,some_college,1,<b>That's a big bird.</b>|<b>That bird is big.</b>,English,male,1,You and your friend see the following:,NA,1,1568228198471,0.67,1,8,NA,custom_slider2
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),15,images/tree-parade-basic.png,1|0,trees,14,no,1,sequoia,Jennifer,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,30,NA,some_college,0,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,You and your friend see the following:,NA,2,1568228198471,0.67,1,10,NA,custom_slider2
518,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/dog-parade-basic.png,1|0,dogs1,14,no,1,chihuahua,Jennifer,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,30,NA,some_college,1,<b>That's a small chihuahua.</b>|<b>That chihuahua is small.</b>,English,male,0,You and your friend see the following:,NA,3,1568228198471,0.67,0,61,NA,custom_slider2
517,How well does each of the sentences describe it? (Click on the slider to provide a rating),85,NA,NA,NA,14,NA,1,NA,barbara,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,23,NA,some_college,NA,NA,English,male,NA,NA,The basketball is green.,1,1568227968718,0.6,NA,0,The basketball is orange.,custom_warmup
517,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,NA,NA,NA,14,NA,1,NA,barbara,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,23,NA,some_college,NA,NA,English,male,NA,NA,The chair is blue.,2,1568227968718,0.6,NA,0,The chair is yellow.,custom_warmup
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),31,images/dog-parade-basic.png,0|1,dogs1,14,NA,1,doberman,barbara,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,23,NA,some_college,0,<b>That's a small doberman.</b>|<b>That doberman is small.</b>,English,male,0,You and your friend see the following:,NA,1,1568227968718,0.6,1,27,NA,custom_slider1
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),43,images/fish-parade-basic.png,0|1,fish,14,NA,1,goldfish,barbara,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,23,NA,some_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,male,0,You and your friend see the following:,NA,2,1568227968718,0.6,0,98,NA,custom_slider1
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),78,images/dog-parade-basic2.png,NA,dogs2,14,NA,1,great dane,barbara,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,23,NA,some_college,0,<b>That's a small great dane.</b>|<b>That great dane is small.</b>,English,male,0,You and your friend see the following:,NA,3,1568227968718,0.6,1,78,NA,custom_slider1
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),37,images/flower-parade-basic.png,0|1,flowers,14,NA,1,dandelion,barbara,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,23,NA,some_college,1,<b>That's a small flower.</b>|<b>That flower is small.</b>,English,male,1,You and your friend see the following:,NA,1,1568227968718,0.6,0,37,NA,custom_slider2
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),15,images/bird-parade-basic.png,0|1,birds,14,NA,1,eagle,barbara,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,23,NA,some_college,0,<b>That's a small bird.</b>|<b>That bird is small.</b>,English,male,1,You and your friend see the following:,NA,2,1568227968718,0.6,1,18,NA,custom_slider2
517,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/tree-parade-basic.png,0|1,trees,14,NA,1,bonsai,barbara,very well,very bad,yes,You also see this bonsai.,warmup/bonsai.jpg,23,NA,some_college,1,<b>That's a small tree.</b>|<b>That tree is small.</b>,English,male,1,You and your friend see the following:,NA,3,1568227968718,0.6,0,95,NA,custom_slider2
516,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,NA,NA,NA,14,None,1,NA,Mary,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,44,Thank you!,some_college,NA,NA,English,female,NA,NA,The chair is blue.,1,1568227882774,0.6,NA,0,The chair is yellow.,custom_warmup
516,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,NA,NA,NA,14,None,1,NA,Mary,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,44,Thank you!,some_college,NA,NA,English,female,NA,NA,The basketball is green.,2,1568227882774,0.6,NA,0,The basketball is orange.,custom_warmup
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/fish-parade-basic.png,1|0,fish,14,None,1,goldfish,Mary,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,44,Thank you!,some_college,1,<b>That's a small fish.</b>|<b>That fish is small.</b>,English,female,1,You and your friend see the following:,NA,1,1568227882774,0.6,0,100,NA,custom_slider1
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),11,images/flower-parade-basic.png,1|0,flowers,14,None,1,sunflower,Mary,very well,very bad,yes,You also see this sunflower.,warmup/sunflower.png,44,Thank you!,some_college,0,<b>That's a small sunflower.</b>|<b>That sunflower is small.</b>,English,female,0,You and your friend see the following:,NA,2,1568227882774,0.6,1,9,NA,custom_slider1
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/bird-parade-basic.png,1|0,birds,14,None,1,eagle,Mary,very well,very bad,yes,You also see this eagle.,warmup/eagle.jpg,44,Thank you!,some_college,0,<b>That's a big eagle.</b>|<b>That eagle is big.</b>,English,female,0,You and your friend see the following:,NA,3,1568227882774,0.6,0,100,NA,custom_slider1
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,images/dog-parade-basic.png,1|0,dogs1,14,None,1,chihuahua,Mary,very well,very bad,yes,You also see this chihuahua.,warmup/chihuahua.jpg,44,Thank you!,some_college,1,<b>That's a big chihuahua.</b>|<b>That chihuahua is big.</b>,English,female,0,You and your friend see the following:,NA,1,1568227882774,0.6,1,0,NA,custom_slider2
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),3,images/dog-parade-basic2.png,NA,dogs2,14,None,1,pug,Mary,very well,very bad,yes,You also see this pug.,warmup/pug.jpg,44,Thank you!,some_college,1,<b>That's a big dog.</b>|<b>That dog is big.</b>,English,female,1,You and your friend see the following:,NA,2,1568227882774,0.6,1,3,NA,custom_slider2
516,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/tree-parade-basic.png,1|0,trees,14,None,1,sequoia,Mary,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,44,Thank you!,some_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,You and your friend see the following:,NA,3,1568227882774,0.6,0,100,NA,custom_slider2
515,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,NA,NA,NA,14,No,1,NA,mary,very well,very bad,yes,Imagine you see this chair.,warmup/purple-chair.png,25,NA,graduated_college,NA,NA,English,female,NA,NA,The chair is blue.,1,1568227993799,0.6,NA,0,The chair is yellow.,custom_warmup
515,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,NA,NA,NA,14,No,1,NA,mary,very well,very bad,yes,Imagine you see this basketball.,warmup/basketball.png,25,NA,graduated_college,NA,NA,English,female,NA,NA,The basketball is green.,2,1568227993799,0.6,NA,0,The basketball is orange.,custom_warmup
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,images/bird-parade-basic.png,0|1,birds,14,No,1,hummingbird,mary,very well,very bad,yes,You also see this hummingbird.,warmup/colibri.jpg,25,NA,graduated_college,1,<b>That's a big bird.</b>|<b>That bird is big.</b>,English,female,1,You and your friend see the following:,NA,1,1568227993799,0.6,1,0,NA,custom_slider1
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/tree-parade-basic.png,0|1,trees,14,No,1,sequoia,mary,very well,very bad,yes,You also see this sequoia.,warmup/sequoia.png,25,NA,graduated_college,0,<b>That's a big tree.</b>|<b>That tree is big.</b>,English,female,1,You and your friend see the following:,NA,2,1568227993799,0.6,0,100,NA,custom_slider1
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,images/dog-parade-basic2.png,NA,dogs2,14,No,1,great dane,mary,very well,very bad,yes,You also see this great dane.,warmup/great-dane.jpg,25,NA,graduated_college,0,<b>That's a small dog.</b>|<b>That dog is small.</b>,English,female,1,You and your friend see the following:,NA,3,1568227993799,0.6,1,0,NA,custom_slider1
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),53,images/fish-parade-basic.png,0|1,fish,14,No,1,goldfish,mary,very well,very bad,yes,You also see this goldfish.,warmup/goldfish.png,25,NA,graduated_college,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,English,female,0,You and your friend see the following:,NA,1,1568227993799,0.6,0,80,NA,custom_slider2
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),11,images/dog-parade-basic.png,0|1,dogs1,14,No,1,doberman,mary,very well,very bad,yes,You also see this doberman.,warmup/doberman.png,25,NA,graduated_college,0,<b>That's a small doberman.</b>|<b>That doberman is small.</b>,English,female,0,You and your friend see the following:,NA,2,1568227993799,0.6,1,0,NA,custom_slider2
515,How well does each of these sentences describe it? (Click on the slider to provide a rating),85,images/flower-parade-basic.png,0|1,flowers,14,No,1,dandelion,mary,very well,very bad,yes,You also see this dandelion.,warmup/dandelion.jpg,25,NA,graduated_college,1,<b>That's a small dandelion.</b>|<b>That dandelion is small.</b>,English,female,0,You and your friend see the following:,NA,3,1568227993799,0.6,0,95,NA,custom_slider2
514,How well does each of the sentences describe it? (Click on the slider to provide a rating),0,NA,NA,NA,14,NA,1,NA,sarah,very well,very bad,NA,Imagine you see this chair.,warmup/purple-chair.png,24,NA,graduated_high_school,NA,NA,english,male,NA,NA,The chair is blue.,1,1568227940284,0.6,NA,0,The chair is yellow.,custom_warmup
514,How well does each of the sentences describe it? (Click on the slider to provide a rating),100,NA,NA,NA,14,NA,1,NA,sarah,very well,very bad,NA,Imagine you see this basketball.,warmup/basketball.png,24,NA,graduated_high_school,NA,NA,english,male,NA,NA,The basketball is green.,2,1568227940284,0.6,NA,0,The basketball is orange.,custom_warmup
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),100,images/flower-parade-basic.png,1|0,flowers,14,NA,1,sunflower,sarah,very well,very bad,NA,You also see this sunflower.,warmup/sunflower.png,24,NA,graduated_high_school,0,<b>That's a big sunflower.</b>|<b>That sunflower is big.</b>,english,male,0,You and your friend see the following:,NA,1,1568227940284,0.6,0,100,NA,custom_slider1
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),88,images/fish-parade-basic.png,1|0,fish,14,NA,1,goldfish,sarah,very well,very bad,NA,You also see this goldfish.,warmup/goldfish.png,24,NA,graduated_high_school,1,<b>That's a small goldfish.</b>|<b>That goldfish is small.</b>,english,male,0,You and your friend see the following:,NA,2,1568227940284,0.6,0,100,NA,custom_slider1
514,How well does each of these sentences describe it? (Click on the slider to provide a rating),0,images/dog-parade-basic2.png,NA,dogs2,14,NA,1,pug,sarah,very well,very bad,NA,You also see this pug.,warmup/pug.jpg,24,NA,graduated_high_school,1,<b>That's a big pug.</b>|<b>That pug is big.</b>,english,male,0,You and your friend see the following:,NA,3,1568227940284,0.6,1,2,NA,custom_slider1
